support,itemset,itemset_size
0.07042420225357447,high_help | low_score | low_struggle | low_wrongs,4
0.07018748224599944,few_problems | low_completion | low_effort | typical_help,4
0.07018748224599944,few_problems | low_completion | low_effort | low_wrongs | typical_help,5
0.06990341823690939,low_wrongs | med_effort | med_problems,3
0.06916958621342675,high_completion | med_effort | typical_help,3
0.06916958621342675,few_problems | high_completion | high_score | low_effort | low_struggle | low_wrongs | typical_help,7
0.06916958621342675,few_problems | high_completion | high_score | low_effort | low_struggle | typical_help,6
0.06864880219676167,high_help | low_score | med_effort,3
0.06838841018842913,high_completion | low_wrongs | med_effort | typical_help,4
0.06834106618691412,high_help | low_score | low_wrongs | med_effort,4
0.06800965817630907,low_completion | low_score | typical_help,3
0.06798598617555156,high_completion | med_effort | med_problems,3
0.06789129817252154,low_completion | low_effort | low_score | low_struggle,4
0.06789129817252154,low_completion | low_effort | low_score | low_struggle | low_wrongs,5
0.06786762617176403,many_problems | med_effort,2
0.06777293816873402,many_problems | med_struggle,2
0.06772559416721902,low_wrongs | many_problems | med_struggle,3
0.067678250165704,high_completion | low_wrongs | med_effort | med_problems,4
0.067678250165704,low_wrongs | many_problems | med_effort,3
0.06755989016191649,high_completion | many_problems | med_effort,3
0.06746520215888648,high_completion | med_problems | med_struggle,3
0.06741785815737146,high_completion | low_wrongs | many_problems | med_effort,4
0.06734684215509895,high_completion | high_struggle | low_score,3
0.06729949815358394,high_completion | low_wrongs | med_problems | med_struggle,4
0.0670627781460089,high_help | low_wrongs | med_problems,3
0.06694441814222138,high_completion | many_problems | med_struggle,3
0.06689707414070638,high_completion | low_wrongs | many_problems | med_struggle,4
0.06651832212858631,low_score | med_effort | med_struggle,3
0.0664236341255563,low_score | low_wrongs | med_effort | med_struggle,4
0.06630527412176877,high_completion | high_help | med_problems,3
0.06623425811949626,low_effort | low_score | low_struggle | low_wrongs | many_problems,5
0.06623425811949626,low_effort | low_score | low_struggle | many_problems,4
0.06602121011267872,few_problems | high_completion | low_effort | low_score | low_wrongs | typical_help,6
0.06602121011267872,few_problems | high_completion | low_effort | low_score | typical_help,5
0.06599753811192122,low_completion | low_score | low_wrongs | typical_help,4
0.06573714610358868,high_completion | high_help | med_struggle,3
0.06566613010131617,few_problems | high_help | low_wrongs,3
0.0653347220907111,high_completion | high_help | low_wrongs | med_struggle,4
0.06483761007480353,few_problems | low_completion | low_effort | low_score,4
0.06483761007480353,few_problems | low_completion | low_effort | low_score | low_wrongs,5
0.06462456206798599,high_completion | low_effort | low_score | low_struggle | many_problems,5
0.06462456206798599,high_completion | low_effort | low_score | low_struggle | low_wrongs | many_problems,6
0.06405643404980589,low_completion | low_effort | low_score | low_wrongs | typical_help,5
0.06405643404980589,low_completion | low_effort | low_score | typical_help,4
0.06341729002935328,high_completion | high_help | low_score | med_effort,4
0.06327525802480825,high_completion | high_help | low_score | low_wrongs | med_effort,5
0.06284916201117319,high_completion | low_effort | med_struggle,3
0.06284916201117319,high_completion | low_effort | low_wrongs | med_struggle,4
0.06258877000284065,high_completion | high_help | low_wrongs | med_problems,4
0.06256509800208314,low_score | low_struggle | low_wrongs | many_problems | typical_help,5
0.06256509800208314,low_score | low_struggle | many_problems | typical_help,4
0.062423065997538114,high_completion | low_score | low_wrongs | very_high_help,4
0.062375721996023106,few_problems | low_completion | low_struggle | typical_help,4
0.062375721996023106,few_problems | low_completion | low_struggle | low_wrongs | typical_help,5
0.06225736199223558,few_problems | low_completion | low_effort | low_struggle | low_wrongs | typical_help,6
0.06225736199223558,few_problems | low_completion | low_effort | low_struggle | typical_help,5
0.06180759397784301,high_completion | high_help | low_effort,3
0.06180759397784301,high_completion | high_help | low_effort | low_wrongs,4
0.061689233974055485,few_problems | med_effort,2
0.06164188997254048,high_help | low_effort | low_struggle,3
0.06164188997254048,high_help | low_effort | low_struggle | low_wrongs,4
0.06159454597102547,low_score | med_struggle | typical_help,3
0.06159454597102547,few_problems | high_completion | low_score | low_struggle | typical_help,5
0.06159454597102547,few_problems | high_completion | low_score | low_struggle | low_wrongs | typical_help,6
0.061428841965722944,low_score | low_wrongs | med_struggle | typical_help,4
0.06126313796042041,high_completion | low_score | low_struggle | low_wrongs | many_problems | typical_help,6
0.06126313796042041,high_completion | low_score | low_struggle | many_problems | typical_help,5
0.061144777956632895,high_effort | low_wrongs,2
0.060600321939210305,high_struggle | low_wrongs,2
0.0605529779376953,high_completion | low_score | med_effort | med_struggle,4
0.0605529779376953,high_help | low_effort | low_score,3
0.0605529779376953,high_help | low_effort | low_score | low_wrongs,4
0.06052930593693779,high_completion | low_score | low_wrongs | med_effort | med_struggle,5
0.06048196193542278,few_problems | low_wrongs | med_effort,3
0.060363601931635265,high_score | med_effort,2
0.059890161916485184,high_score | low_wrongs | med_effort,3
0.059890161916485184,low_effort | med_struggle | typical_help,3
0.059890161916485184,low_effort | low_wrongs | med_struggle | typical_help,4
0.05974812991194016,few_problems | med_struggle,2
0.05953508190512262,high_completion | high_help | low_score | low_struggle | low_wrongs,5
0.05953508190512262,high_completion | high_help | low_score | low_struggle,4
0.058611873875579965,high_completion | high_score | med_effort,3
0.05858820187482246,few_problems | low_wrongs | med_struggle,3
0.058327809866489916,few_problems | low_completion | low_score | low_struggle | low_wrongs,5
0.058327809866489916,few_problems | low_completion | low_score | low_struggle,4
0.0582331218634599,high_completion | high_score | low_wrongs | med_effort,4
0.05813843386042988,high_completion | high_effort | low_wrongs,3
0.057830697850582334,few_problems | high_completion | low_effort | low_score | low_struggle | low_wrongs | typical_help,7
0.057830697850582334,few_problems | high_completion | low_effort | low_score | low_struggle | typical_help,6
0.05768866584603731,low_effort | low_score | low_struggle | many_problems | typical_help,5
0.05768866584603731,low_effort | low_score | low_struggle | low_wrongs | many_problems | typical_help,6
0.05721522583088723,high_help | many_problems,2
0.05721522583088723,high_help | low_score | med_struggle,3
0.05695483382255468,high_help | low_score | low_wrongs | med_struggle,4
0.05638670580437458,high_completion | low_effort | low_score | low_struggle | many_problems | typical_help,6
0.05638670580437458,high_completion | low_effort | low_score | low_struggle | low_wrongs | many_problems | typical_help,7
0.05636303380361708,few_problems | high_help | low_score,3
0.056339361802859575,high_completion | high_help | many_problems,3
0.05596060979073951,few_problems | low_completion | low_effort | low_score | low_struggle,5
0.05596060979073951,few_problems | low_completion | low_effort | low_score | low_struggle | low_wrongs,6
0.05536880977180191,high_help | low_score | med_problems,3
0.055274121768771896,few_problems | low_completion | low_score | typical_help,4
0.05522677776725689,high_effort | very_high_help,2
0.05513208976422687,low_completion | low_score | low_struggle | typical_help,4
0.05513208976422687,low_completion | low_score | low_struggle | low_wrongs | typical_help,5
0.05510841776346937,low_completion | low_effort | low_score | low_struggle | typical_help,5
0.05510841776346937,low_completion | low_effort | low_score | low_struggle | low_wrongs | typical_help,6
0.054966385758924347,low_score | low_struggle | med_effort,3
0.054966385758924347,low_score | low_struggle | low_wrongs | med_effort,4
0.05491904175740934,high_effort | high_struggle,2
0.05446927374301676,high_help | low_wrongs | many_problems,3
0.05394848972635167,low_score | med_problems | med_struggle,3
0.05385380172332165,low_score | low_wrongs | med_problems | med_struggle,4
0.053806457721806644,high_completion | low_score | med_struggle | typical_help,4
0.05368809771801913,high_completion | low_score | low_wrongs | med_struggle | typical_help,5
0.05366442571726162,high_completion | high_help | low_wrongs | many_problems,4
0.053569737714231604,few_problems | low_completion | low_score | low_wrongs | typical_help,5
0.053498721711959095,few_problems | high_completion | high_help,3
0.05338036170817158,high_completion | high_struggle | low_wrongs,3
0.05307262569832402,high_score | med_struggle,2
0.0529069216930215,low_effort | low_score | low_wrongs | med_struggle,4
0.0529069216930215,low_effort | low_score | med_struggle,3
0.05255184168165893,high_score | low_wrongs | med_struggle,3
0.05252816968090143,high_completion | low_score | low_struggle | low_wrongs | med_effort,5
0.05252816968090143,high_completion | low_score | low_struggle | med_effort,4
0.05217308966953887,high_help | low_score | low_wrongs | med_problems,4
0.05212574566802386,few_problems | low_completion | low_effort | low_score | low_wrongs | typical_help,6
0.05212574566802386,few_problems | low_completion | low_effort | low_score | typical_help,5
0.05155761764984376,few_problems | high_help | low_score | low_wrongs,4
0.05132089764226872,high_completion | low_effort | med_struggle | typical_help,4
0.05132089764226872,high_completion | low_effort | low_wrongs | med_struggle | typical_help,5
0.051226209639238705,high_completion | high_help | low_score | med_problems,4
0.050989489631663665,few_problems | high_completion | med_effort,3
0.050918473629391156,high_completion | high_help | low_score | med_struggle,4
0.050681753621816115,high_completion | high_help | low_score | low_wrongs | med_struggle,5
0.05049237761575608,low_score | med_effort | med_problems,3
0.05049237761575608,few_problems | high_completion | low_wrongs | med_effort,4
0.050160969605151026,low_score | low_wrongs | med_effort | med_problems,4
0.050018937600606,high_completion | low_score | med_problems | med_struggle,4
