support,itemset,itemset_size
0.06760095384280812,correct_first_try | medium | no_answer | no_hints | numeric,5
0.06760095384280812,correct_first_try | medium | no_answer | no_wrongs | numeric,5
0.06760095384280812,correct_first_try | medium | no_answer | no_hints | no_wrongs | numeric,6
0.06760095384280812,correct_first_try | medium | numeric,3
0.06760095384280812,correct_first_try | medium | no_hints | no_wrongs | numeric,5
0.06760095384280812,correct_first_try | medium | no_wrongs | numeric,4
0.0674132431180677,correct_first_try | medium | no_answer | no_explanation | no_hints | numeric,6
0.0674132431180677,correct_first_try | medium | no_explanation | no_hints | numeric,5
0.0674132431180677,correct_first_try | medium | no_explanation | no_wrongs | numeric,5
0.0674132431180677,correct_first_try | medium | no_answer | no_explanation | numeric,5
0.0674132431180677,correct_first_try | medium | no_answer | no_explanation | no_hints | no_wrongs | numeric,7
0.0674132431180677,correct_first_try | medium | no_explanation | numeric,4
0.0674132431180677,correct_first_try | medium | no_explanation | no_hints | no_wrongs | numeric,6
0.0674132431180677,correct_first_try | medium | no_answer | no_explanation | no_wrongs | numeric,6
0.06662874845187282,correct_after_help | medium,2
0.06560207777292994,correct_after_help | medium | no_explanation,3
0.0636683655297751,numeric | slow,2
0.06358219366339168,correct_after_help | medium | no_hints,3
0.06268215477906643,fast | few_wrongs,2
0.06265822895612023,no_explanation | numeric | slow,3
0.0625555229844488,correct_after_help | medium | no_explanation | no_hints,4
0.0621637619485657,fast | few_wrongs | no_explanation,3
0.06193714744667703,no_hints | numeric | slow,3
0.06169769469832941,fast | mc | no_wrongs,3
0.06167104561098285,fast | mc | no_explanation | no_wrongs,4
0.06158740249011407,correct_after_help | fast | few_wrongs,3
0.06157475876254088,fast | mc | no_hints | no_wrongs,4
0.06154810967519431,fast | mc | no_explanation | no_hints | no_wrongs,5
0.06116782525356996,fast | few_wrongs | no_hints,3
0.06114448298728099,fast | mc | no_answer | no_wrongs,4
0.0611186119754774,fast | mc | no_answer | no_explanation | no_wrongs,5
0.061069009659613344,correct_after_help | fast | few_wrongs | no_explanation,4
0.06104080442118085,fast | mc | no_answer | no_hints | no_wrongs,5
0.06101493340937725,fast | mc | no_answer | no_explanation | no_hints | no_wrongs,6
0.06092739991079364,no_explanation | no_hints | numeric | slow,4
0.06064943242306924,fast | few_wrongs | no_explanation | no_hints,4
0.06028412595564697,correct_first_try | fast | mc | no_wrongs,4
0.06028412595564697,correct_first_try | fast | mc | no_answer,4
0.06028412595564697,correct_first_try | fast | mc,3
0.06028412595564697,correct_first_try | fast | mc | no_hints,4
0.06028412595564697,correct_first_try | fast | mc | no_answer | no_hints,5
0.06028412595564697,correct_first_try | fast | mc | no_hints | no_wrongs,5
0.06028412595564697,correct_first_try | fast | mc | no_answer | no_wrongs,5
0.06028412595564697,correct_first_try | fast | mc | no_answer | no_hints | no_wrongs,6
0.06025825494384337,correct_first_try | fast | mc | no_answer | no_explanation | no_hints | no_wrongs,7
0.06025825494384337,correct_first_try | fast | mc | no_explanation | no_wrongs,5
0.06025825494384337,correct_first_try | fast | mc | no_explanation | no_hints,5
0.06025825494384337,correct_first_try | fast | mc | no_answer | no_explanation,5
0.06025825494384337,correct_first_try | fast | mc | no_explanation | no_hints | no_wrongs,6
0.06025825494384337,correct_first_try | fast | mc | no_answer | no_explanation | no_wrongs,6
0.06025825494384337,correct_first_try | fast | mc | no_answer | no_explanation | no_hints,6
0.06025825494384337,correct_first_try | fast | mc | no_explanation,4
0.0600730729646176,correct_after_help | fast | few_wrongs | no_hints,4
0.05955468013411688,correct_after_help | fast | few_wrongs | no_explanation | no_hints,5
0.05853306694620327,algebra,1
0.05839923795281322,correct_after_help | fast | numeric,3
0.0581724289320388,algebra | no_explanation,2
0.05813060737160441,algebra | no_hints,2
0.057788643170471096,correct_after_help | fast | no_explanation | numeric,4
0.05776996935743993,algebra | no_explanation | no_hints,3
0.054851407995776605,correct_after_help | fast | no_hints | numeric,4
0.054240813213434484,correct_after_help | fast | no_explanation | no_hints | numeric,5
0.05273154117896729,answer_req | few_wrongs,2
0.052729206952338396,answer_req | correct_after_help | few_wrongs,3
0.05238529756234768,answer_req | few_wrongs | no_explanation,3
0.052382963335718784,answer_req | correct_after_help | few_wrongs | no_explanation,4
0.05223707417141277,correct_after_help | no_answer | numeric,3
0.05088205561333847,answer_req | few_wrongs | no_hints,3
0.05087972138670958,answer_req | correct_after_help | few_wrongs | no_hints,4
0.050719632343744436,correct_after_help | no_answer | no_explanation | numeric,4
0.050635016628446945,answer_req | fast,2
0.05063132076961786,answer_req | correct_after_help | fast,3
0.050536006515604595,answer_req | few_wrongs | no_explanation | no_hints,4
0.0505336722889757,answer_req | correct_after_help | few_wrongs | no_explanation | no_hints,5
0.05036191211286608,answer_req | fast | no_explanation,3
0.050358216254037,answer_req | correct_after_help | fast | no_explanation,4
